RecordID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribe
18622,36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,723,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
14700,34,technician,single,professional.course,no,no,no,cellular,aug,mon,468,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
15845,30,technician,single,professional.course,no,no,no,cellular,aug,wed,80,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22366,37,unknown,single,university.degree,no,yes,no,cellular,may,mon,23,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
12548,59,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,1330,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
25803,32,technician,single,unknown,no,yes,yes,cellular,may,fri,157,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
12380,49,technician,married,professional.course,unknown,no,no,cellular,jul,fri,197,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5415,95,housemaid,unknown,high.school,yes,no,yes,cellular,oct,wed,197,20,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
25613,34,admin.,single,high.school,no,yes,no,cellular,may,fri,217,6,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
20275,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,101,7,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,yes
15733,30,technician,married,high.school,no,yes,no,cellular,aug,tue,757,1,740,3,success,1.4,92.70701876,-40.96971643,2.111097098,5158.887788,no
14309,67,self-employed,single,basic.4y,no,no,no,cellular,mar,tue,72,50,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
19150,32,technician,married,university.degree,no,yes,no,cellular,nov,thu,245,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
20208,34,management,married,university.degree,no,no,no,cellular,mar,tue,3782,1,498,1,failure,-1.8,93.41880959,-49.97508043,1.334040716,5046.391424,yes
13491,36,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,thu,3997,7,734,2,failure,1.4,93.96489822,-47.69749275,1.23374773,4970.932914,no
15499,30,technician,single,university.degree,no,no,no,cellular,aug,mon,3664,3,950,6,nonexistent,1.4,93.30743172,-35.98664218,1.147459253,5002.330051,no
10448,31,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,357,3,838,1,failure,1.4,93.52107904,-29.77300348,2.816499858,5082.721034,no
15123,45,blue-collar,married,high.school,unknown,yes,no,cellular,aug,wed,399,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
15933,31,admin.,married,university.degree,no,no,no,cellular,aug,wed,789,1,168,1,failure,1.4,93.3654901,-30.18500733,2.30654079,5186.686166,no
3332,49,admin.,single,high.school,no,no,no,telephone,may,tue,4770,5,221,3,failure,1.1,94.24028092,-43.69191098,1.819223802,5222.9551,no
27239,62,technician,married,professional.course,yes,no,yes,cellular,may,fri,159,27,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
6510,58,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,thu,174,2,573,3,success,1.4,92.46399938,-48.10860139,1.711796154,5203.451226,no
22212,25,unknown,single,university.degree,no,yes,no,telephone,apr,thu,712,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2791,51,retired,married,university.degree,no,yes,yes,telephone,may,fri,339,3,329,4,nonexistent,1.1,92.30901934,-41.8744116,2.853030595,5192.817603,no
7986,52,blue-collar,divorced,high.school,no,no,no,telephone,jun,wed,18,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
13325,43,services,married,high.school,unknown,no,yes,cellular,jul,wed,105,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23446,29,technician,single,basic.6y,unknown,unknown,unknown,cellular,apr,thu,729,49,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes
24737,33,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,296,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
3658,29,entrepreneur,married,basic.6y,no,yes,no,telephone,may,wed,190,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
21754,42,services,married,university.degree,no,yes,no,cellular,apr,mon,155,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1135,41,blue-collar,married,professional.course,unknown,yes,no,telephone,may,thu,120,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
23860,32,admin.,married,high.school,no,yes,no,cellular,may,mon,155,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
12664,53,services,married,unknown,unknown,yes,no,cellular,jul,mon,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5360,25,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,25,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
11487,26,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
6552,69,management,divorced,high.school,unknown,unknown,yes,telephone,sep,thu,2275,4,885,1,failure,1.4,94.37251686,-30.93432226,1.940187057,5051.522407,no
20863,30,admin.,married,university.degree,no,no,no,cellular,apr,wed,1530,3,113,5,success,-1.8,92.72648676,-42.92151161,3.770072043,5012.654029,no
895,40,technician,married,university.degree,unknown,no,no,telephone,may,thu,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
23149,37,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,356,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
11352,54,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,168,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1000,43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,378,2,689,4,success,1.1,92.34599374,-31.87695845,4.674201845,5067.018514,no
15870,32,technician,single,university.degree,no,no,no,cellular,aug,wed,3506,2,750,0,nonexistent,1.4,92.459745,-32.82816591,4.729535982,4974.093636,no
8329,49,technician,divorced,unknown,no,unknown,unknown,telephone,jun,fri,321,1,974,3,nonexistent,1.4,94.18853386,-33.4349407,2.499618138,5182.303144,no
24637,31,unemployed,married,basic.9y,no,no,no,cellular,may,wed,342,1,303,0,nonexistent,-1.8,93.43688033,-30.8194474,3.681334281,5015.851578,yes
23283,50,unknown,single,basic.6y,yes,unknown,unknown,telephone,apr,wed,3064,41,445,3,nonexistent,-1.8,93.34729787,-32.79206097,2.009133034,5187.738081,no
25614,37,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,1431,3,339,3,failure,-1.8,92.25324073,-42.00266845,4.912677736,5169.096639,no
18715,39,admin.,married,high.school,no,no,no,cellular,nov,wed,141,1,777,3,failure,-0.1,93.38096268,-41.16811868,4.541289517,5148.770251,no
15079,44,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,wed,310,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
4497,22,admin.,married,high.school,no,no,no,telephone,may,tue,240,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28591,34,admin.,single,university.degree,no,no,no,cellular,mar,tue,3867,1,219,1,nonexistent,-1.8,93.32636905,-49.03366101,4.100498999,5107.871168,yes
20205,42,entrepreneur,married,basic.9y,no,unknown,unknown,cellular,mar,tue,133,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,no
13481,35,self-employed,single,university.degree,no,no,no,cellular,jul,thu,609,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
27786,31,self-employed,married,university.degree,no,no,no,cellular,sep,wed,106,1,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,no
6041,50,admin.,married,high.school,no,no,no,telephone,jun,tue,58,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
14103,45,admin.,divorced,high.school,no,yes,yes,cellular,aug,wed,1174,3,287,1,nonexistent,1.4,93.05645938,-28.70264956,3.128508644,5071.427062,no
17325,33,technician,single,university.degree,no,no,no,cellular,aug,fri,54,1,295,3,success,1.4,93.26822962,-36.54837128,1.228127455,4984.167027,no
23657,25,admin.,single,high.school,no,yes,no,cellular,may,fri,2318,6,949,3,success,-1.8,92.6710959,-35.55877278,2.239327756,5091.20942,no
27423,33,technician,married,university.degree,no,yes,no,cellular,aug,mon,3650,2,309,0,failure,-2.9,93.67371062,-38.06371124,0.855335666,4965.959419,no
22735,39,technician,single,professional.course,no,no,no,cellular,may,wed,174,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
5734,26,admin.,single,high.school,no,no,no,telephone,jun,mon,278,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
19273,46,admin.,married,high.school,no,yes,no,cellular,nov,thu,308,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
4053,28,admin.,married,high.school,no,unknown,unknown,telephone,may,mon,367,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2887,46,admin.,married,professional.course,no,no,no,telephone,may,mon,3995,3,582,2,failure,1.1,93.03512243,-49.80695885,4.598891018,5070.503588,no
25031,19,student,single,basic.9y,unknown,unknown,unknown,cellular,dec,tue,10,52,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
12500,39,admin.,married,university.degree,no,yes,no,cellular,jul,fri,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2539,49,blue-collar,married,unknown,no,no,no,telephone,may,thu,3402,3,649,1,success,1.1,94.42550433,-36.08366844,2.485219139,5184.440024,no
929,39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,1053,1,102,0,nonexistent,1.1,92.31532494,-28.11124502,2.518337456,5189.74719,no
3866,31,services,single,professional.course,no,no,no,telephone,may,fri,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13556,33,technician,married,university.degree,no,yes,no,cellular,jul,thu,90,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
29089,65,unknown,married,unknown,no,yes,no,cellular,jun,thu,450,2,382,3,success,-1.7,93.18823031,-46.21046462,1.055039917,5199.330967,yes
26968,35,admin.,single,high.school,no,yes,no,cellular,jul,fri,1601,2,123,6,nonexistent,-2.9,93.52616796,-40.96626568,1.049684898,5215.027473,no
16034,35,management,married,university.degree,unknown,yes,yes,cellular,aug,wed,3323,7,470,4,failure,1.4,94.02316863,-50.76067211,2.16752459,5190.466627,no
23318,40,admin.,married,basic.9y,no,yes,yes,cellular,may,thu,639,2,10,1,success,-1.8,92.893,-46.2,1.327,5099.1,no
21113,36,self-employed,married,basic.9y,no,yes,no,cellular,apr,fri,313,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
10118,30,admin.,single,university.degree,no,no,no,cellular,jul,fri,98,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6596,48,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,94,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
767,49,services,married,high.school,no,no,no,telephone,may,wed,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28902,34,management,single,university.degree,no,yes,no,telephone,may,thu,18,1,999,0,nonexistent,-1.8,93.876,-40.0,0.683,5008.7,no
10228,52,technician,married,professional.course,no,no,yes,cellular,jul,fri,163,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28563,25,student,single,university.degree,no,yes,no,telephone,mar,fri,3992,3,186,5,nonexistent,-1.8,94.24348833,-42.23308597,2.535643097,5193.360003,no
16720,29,admin.,single,high.school,no,yes,yes,cellular,aug,mon,63,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
11796,31,blue-collar,single,high.school,no,no,yes,cellular,jul,tue,241,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
7352,56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,871,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
533,31,admin.,single,high.school,no,yes,yes,telephone,may,tue,239,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20306,33,technician,single,university.degree,no,yes,no,cellular,mar,tue,643,1,862,5,success,-1.8,93.00524814,-36.44367498,4.410072797,4965.354885,no
21293,44,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,1325,2,130,3,success,-1.8,92.52674124,-32.85744674,2.261230141,5099.80543,no
7936,28,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,3651,1,608,1,failure,1.4,92.5307591,-40.27359175,2.312106122,5099.979112,no
26038,29,admin.,married,university.degree,no,yes,no,cellular,may,mon,87,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
325,32,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,4346,2,372,0,failure,1.1,92.22215543,-39.49328247,1.016591904,4981.23884,no
5093,34,self-employed,married,university.degree,no,unknown,unknown,telephone,apr,tue,2143,50,754,2,failure,1.1,92.45449652,-39.27620747,1.090249817,5214.283925,yes
1780,46,housemaid,married,basic.4y,no,no,yes,telephone,may,tue,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
17085,53,technician,married,professional.course,unknown,yes,yes,cellular,aug,wed,276,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
14313,50,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
22406,34,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
18283,44,management,single,university.degree,no,no,no,cellular,nov,tue,3018,1,291,1,success,-0.1,93.32973423,-41.79757338,5.027984898,5092.073595,no
849,43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
11979,26,services,single,high.school,no,no,no,cellular,jul,wed,172,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9578,36,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,16,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1277,44,admin.,married,high.school,no,yes,no,telephone,may,fri,70,2,155,3,failure,1.1,94.60959834,-45.84367135,3.667920314,5152.357165,no
12763,56,services,divorced,university.degree,no,yes,no,cellular,jul,mon,283,5,427,1,failure,1.4,93.56886314,-41.85022209,0.65242847,5226.157476,no
5662,56,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,1415,1,316,4,success,1.4,93.91873138,-34.09622985,1.378566751,5016.944599,no
6062,24,admin.,single,high.school,no,no,no,telephone,jun,tue,768,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
19827,54,retired,married,basic.4y,no,no,no,cellular,nov,fri,1966,1,665,3,success,-0.1,94.0740655,-46.22157248,2.478441885,5211.65743,no
3266,40,admin.,single,university.degree,no,no,no,telephone,may,tue,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
24162,27,services,married,high.school,no,yes,yes,cellular,may,tue,1141,8,66,1,success,-1.8,94.29130469,-45.72562284,3.910653234,5115.442873,no
3146,30,services,divorced,basic.9y,no,yes,no,telephone,may,tue,320,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
21707,51,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,mon,16,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17088,46,admin.,married,high.school,no,no,no,cellular,aug,wed,63,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
8430,34,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,238,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
24274,26,services,single,university.degree,no,yes,no,telephone,may,tue,3755,4,44,1,nonexistent,-1.8,92.61388289,-39.96480776,1.590211024,5012.303269,no
13360,29,admin.,single,high.school,no,no,yes,cellular,jul,thu,130,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2467,31,blue-collar,married,basic.6y,no,yes,yes,telephone,may,thu,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
16457,39,technician,married,professional.course,no,no,no,cellular,aug,fri,218,2,470,2,failure,1.4,92.27812069,-27.59707439,4.469962717,4972.094927,no
8857,47,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,tue,1829,1,58,1,success,1.4,92.27024828,-30.20725743,4.432594942,5023.617866,no
26882,72,student,single,basic.4y,no,no,unknown,telephone,oct,thu,2187,21,493,4,success,-2.9,93.44489745,-34.27157464,0.673886243,5173.268297,yes
18707,35,admin.,married,basic.9y,no,yes,yes,cellular,nov,wed,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
16990,86,admin.,unknown,basic.6y,unknown,yes,unknown,cellular,may,thu,590,51,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
3907,51,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,4319,4,572,6,nonexistent,1.1,93.10698972,-38.2333357,2.786342816,5176.112579,no
3597,56,admin.,married,university.degree,unknown,no,no,telephone,may,wed,4023,1,913,3,failure,1.1,93.42703128,-33.23428123,1.758338006,5002.189763,no
23798,44,services,married,basic.9y,no,yes,no,cellular,may,mon,4625,5,548,6,failure,-1.8,94.53426659,-40.84703196,2.955492246,5023.77167,no
9290,53,self-employed,divorced,high.school,yes,yes,no,telephone,oct,fri,3967,50,947,2,failure,1.4,94.66702596,-40.13793228,4.328442024,5133.061055,yes
25018,48,management,divorced,university.degree,unknown,no,no,cellular,may,thu,33,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
24473,36,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,85,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
28782,80,retired,divorced,basic.4y,no,yes,no,cellular,apr,wed,157,1,855,6,nonexistent,-1.8,94.38385065,-46.6103942,3.365079256,4993.573407,no
25318,42,technician,married,professional.course,no,yes,no,cellular,may,thu,251,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
4679,35,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,3081,6,656,5,failure,1.1,93.43994264,-46.76967086,2.875403149,5064.085875,no
4926,59,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,wed,429,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21213,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3131,58,blue-collar,married,unknown,no,yes,no,telephone,may,tue,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5165,51,admin.,married,high.school,no,yes,no,telephone,may,thu,431,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
23386,46,blue-collar,unknown,unknown,no,no,no,cellular,may,thu,162,7,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
6720,46,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,473,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
27727,30,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,4223,1,783,6,success,-3.4,92.35506753,-34.87447409,2.285136583,4973.91071,no
8049,33,admin.,married,high.school,no,no,no,telephone,jun,wed,1160,4,428,5,success,1.4,93.53147183,-31.8364014,3.684901635,5047.838115,no
9786,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed,624,1,566,1,success,1.4,93.58775469,-40.71163471,0.784730952,5196.449062,no
18875,56,management,married,university.degree,no,yes,no,cellular,nov,wed,286,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5878,52,entrepreneur,unknown,unknown,yes,yes,unknown,cellular,may,fri,92,10,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
27623,26,student,single,university.degree,no,no,yes,cellular,aug,fri,173,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,yes
2826,34,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,fri,1245,19,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29323,30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,248,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,yes
21362,42,admin.,single,high.school,no,no,no,cellular,apr,fri,166,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
15937,57,services,married,professional.course,no,yes,no,cellular,aug,wed,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6468,54,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,80,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
23173,48,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,thu,4318,1,249,4,failure,-1.8,94.30079863,-28.61515632,3.020875892,5006.781195,no
27031,59,admin.,married,high.school,no,yes,no,cellular,jul,wed,2778,2,867,1,failure,-2.9,94.24201781,-35.61335646,4.085838966,5159.050301,no
19452,29,admin.,married,basic.9y,no,no,no,cellular,nov,thu,222,1,223,3,nonexistent,-0.1,94.66823057,-42.20722958,1.785247052,5116.499698,no
5602,46,technician,married,basic.9y,unknown,no,no,telephone,may,fri,1080,3,394,3,failure,1.1,92.40592413,-29.68055545,2.35906089,5168.099459,no
1064,40,management,married,university.degree,no,yes,no,telephone,may,thu,417,2,297,1,success,1.1,92.58521343,-38.78025204,1.628497374,4968.400252,no
16536,29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2869,3,516,2,success,1.4,92.85947082,-35.41436463,4.409358505,5035.779423,no
23635,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,978,1,736,6,success,-1.8,94.59311965,-29.94213888,4.987078699,5022.465874,yes
27162,51,services,married,basic.4y,no,unknown,yes,cellular,aug,tue,384,25,4,3,success,-2.9,92.201,-31.4,0.881,5076.2,no
2457,25,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,323,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
23233,42,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,58,1,358,4,success,-1.8,92.93306032,-36.84725207,0.89208404,5108.742147,no
27268,26,student,single,basic.9y,no,no,no,telephone,aug,wed,2352,1,940,0,nonexistent,-2.9,94.49971528,-38.18315546,2.849768602,5206.085696,no
2686,53,unemployed,married,basic.4y,unknown,no,no,telephone,may,fri,3166,1,258,3,failure,1.1,93.29667465,-44.54516135,3.402087211,5148.736947,no
3595,53,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,222,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
16598,59,retired,married,unknown,no,no,no,cellular,aug,mon,268,2,929,6,failure,1.4,93.66415757,-35.75296656,2.554053129,4999.519191,no
8243,46,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,thu,563,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
4043,42,services,married,unknown,no,no,no,telephone,may,mon,50,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13148,25,admin.,single,high.school,no,no,no,cellular,jul,wed,1033,4,502,5,failure,1.4,92.28103102,-29.26716089,4.127831128,5009.67907,no
7007,38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,1782,1,213,3,nonexistent,1.4,92.28354623,-36.60961974,2.52518438,4968.446798,no
12970,55,services,divorced,high.school,unknown,no,no,cellular,jul,tue,204,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5363,32,unemployed,single,high.school,unknown,yes,yes,telephone,may,fri,289,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
24462,35,admin.,single,university.degree,no,yes,no,cellular,may,tue,255,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
25358,31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,27,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
12608,51,technician,married,basic.9y,unknown,yes,yes,cellular,jul,mon,4006,2,174,2,success,1.4,93.79082008,-39.42056476,2.921023417,5177.292691,no
29891,28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,3714,4,630,1,nonexistent,-1.1,94.45474702,-31.31781409,1.394533866,5056.421646,no
19474,47,management,married,university.degree,no,yes,yes,cellular,nov,thu,109,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
12166,44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,311,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15014,29,technician,single,professional.course,no,yes,yes,cellular,aug,wed,1134,3,724,6,success,1.4,94.42017747,-30.60841192,1.587852412,5011.448145,no
14896,35,management,married,university.degree,no,unknown,unknown,cellular,aug,tue,696,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
20585,38,services,divorced,high.school,unknown,yes,no,cellular,apr,tue,263,2,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,no
17393,45,management,married,university.degree,no,yes,yes,cellular,aug,fri,892,1,288,3,success,1.4,93.74473923,-47.42569866,1.754725217,4996.980996,no
25201,27,admin.,married,professional.course,no,no,no,cellular,may,thu,466,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
6391,36,retired,married,illiterate,unknown,unknown,no,telephone,may,mon,1760,29,204,3,success,1.4,93.56898697,-33.00295817,3.458784768,5197.50511,yes
26523,33,admin.,single,high.school,no,yes,no,cellular,jun,tue,74,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
20693,59,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,3014,6,541,3,failure,-1.8,93.21482302,-48.06461695,4.881945891,5069.458817,no
24190,35,admin.,married,high.school,no,yes,no,cellular,may,tue,12,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
10465,72,entrepreneur,married,high.school,unknown,unknown,unknown,telephone,mar,wed,12,34,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
26969,56,retired,married,high.school,no,yes,no,cellular,jul,fri,855,1,157,4,failure,-2.9,92.67404578,-49.70435551,4.446411038,5075.204036,no
19375,30,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,677,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes
14431,47,entrepreneur,married,high.school,no,unknown,unknown,cellular,aug,fri,1587,3,581,6,failure,1.4,92.78559601,-43.60598433,4.344772749,5179.089637,no
12230,38,admin.,divorced,high.school,no,no,no,cellular,jul,thu,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
16424,37,admin.,single,university.degree,no,yes,no,cellular,aug,fri,212,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
10007,68,management,single,basic.4y,no,unknown,yes,telephone,oct,tue,3205,30,535,1,nonexistent,1.4,93.50137804,-49.18565024,1.984439824,5086.536286,yes
5114,55,admin.,divorced,university.degree,no,no,no,telephone,may,thu,370,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
7547,35,services,single,high.school,no,no,no,telephone,jun,mon,41,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
20164,40,technician,married,university.degree,no,yes,no,telephone,nov,fri,67,3,487,2,success,-0.1,93.55905965,-45.11294224,0.83860727,5211.654215,no
